,league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Att_,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,90s__remove,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,league__remove,season__remove,nation__remove,pos__remove,age__remove,born__remove,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off
283,WUS-Women US A,2024,Royals,Hannah Betfort,USA,FW,25,1999,18.6,2,39,13,33.3,2.1,0.7,0.05,0.15,12.5,0,0,0,6.9,6.9,0.18,-4.9,-4.9,WUS-Women US A,2024,USA,FW,25,1999,18.6,193,249,77.5,2831,322,106,124,85.5,68,82,82.9,8,17,47.1,0,1.1,0.5,-1.1,14,9,6,3,13,WUS-Women US A,2024,USA,FW,25,1999,18.6,249,205,44,0,0,0,14,1,0,0,0,0,193,0,9,WUS-Women US A,2024,USA,FW,25,1999,18.6,28,1.51,16,1,3,5,2,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,FW,25,1999,18.6,6,5,1,4,1,2,10,20.0,8,19,4,15,1,7,10,0,WUS-Women US A,2024,USA,FW,25,1999,18.6,412,16,48,198,175,56,412,34,15,44.1,18,52.9,236,1335,377,14,7,9,48,26,262,76,WUS-Women US A,2024,USA,FW,25,1999,18.6,2,0,0,18,9,7,14,1,5,0,0,0,39,6,15,28.6,WUS-Women US A,2024,USA,FW,25,1999,24,1671,70,71.4,18.6,18,83,10,6,30,1,0.92,16,30,-14,-0.75,-0.22,23.1,34.6,-11.5,-0.62,0.69
284,WUS-Women US A,2024,Royals,Ifeoma Onumonu,NGA,"FW,MF",29,1994,1.2,0,4,2,50.0,3.21,1.61,0.0,0.0,13.1,0,0,0,1.0,1.0,0.25,-1.0,-1.0,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,19,31,61.3,313,14,9,15,60.0,8,11,72.7,2,2,100.0,0,0.1,0.0,-0.1,1,0,0,0,3,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,31,30,1,0,0,0,1,0,0,0,0,0,19,0,1,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,4,3.24,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,3,2,1,2,0,1,2,50.0,1,4,0,4,1,4,3,0,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,57,3,6,21,32,10,57,3,1,33.3,2,66.7,32,235,125,4,2,2,6,3,39,15,WUS-Women US A,2024,NGA,"FW,MF",29,1994,1.2,0,0,0,1,2,0,1,1,2,0,0,0,5,7,0,100.0,WUS-Women US A,2024,NGA,"FW,MF",29,1994,5,112,22,4.8,1.2,0,,0,5,22,0,1.0,1,0,1,0.8,1.57,2.7,4.1,-1.4,-1.14,-0.34
285,WUS-Women US A,2024,Royals,Imani Dorsey,USA,DF,27,1996,1.5,0,1,0,0.0,0.67,0.0,0.0,,27.9,0,0,0,0.0,0.0,0.02,0.0,0.0,WUS-Women US A,2024,USA,DF,27,1996,1.5,65,85,76.5,1086,420,31,38,81.6,31,38,81.6,3,8,37.5,0,0.0,0.0,0.0,0,6,1,0,9,WUS-Women US A,2024,USA,DF,27,1996,1.5,85,73,12,1,0,0,3,11,0,0,0,0,65,0,0,WUS-Women US A,2024,USA,DF,27,1996,1.5,3,2.01,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,27,1996,1.5,2,0,0,2,0,1,1,100.0,0,2,1,1,0,2,3,0,WUS-Women US A,2024,USA,DF,27,1996,1.5,96,3,20,59,18,0,96,1,1,100.0,0,0.0,59,321,126,2,0,0,0,1,60,5,WUS-Women US A,2024,USA,DF,27,1996,1.5,0,0,0,1,3,0,3,0,0,0,0,0,7,2,3,40.0,WUS-Women US A,2024,USA,DF,27,1996,2,134,67,5.7,1.5,2,67,1,0,,0,1.5,2,3,-1,-0.67,0.02,2.5,1.6,0.8,0.56,1.46
286,WUS-Women US A,2024,Royals,Kaleigh Riehl,USA,DF,27,1996,14.0,0,6,0,0.0,0.43,0.0,0.0,,11.0,0,0,0,0.6,0.6,0.1,-0.6,-0.6,WUS-Women US A,2024,USA,DF,27,1996,14.0,692,775,89.3,13155,4670,205,222,92.3,443,468,94.7,39,71,54.9,1,0.2,0.5,0.8,5,40,0,0,40,WUS-Women US A,2024,USA,DF,27,1996,14.0,775,738,36,28,0,1,0,0,0,0,0,0,692,1,5,WUS-Women US A,2024,USA,DF,27,1996,14.0,17,1.21,16,0,0,1,0,0,4,0.29,3,0,0,1,0,0,WUS-Women US A,2024,USA,DF,27,1996,14.0,12,7,8,4,0,4,11,36.4,7,20,14,6,16,28,57,0,WUS-Women US A,2024,USA,DF,27,1996,14.0,905,122,568,324,19,8,905,4,2,50.0,2,50.0,540,2159,1172,2,5,0,11,2,599,1,WUS-Women US A,2024,USA,DF,27,1996,14.0,1,0,0,6,10,0,0,16,7,0,0,0,69,17,17,50.0,WUS-Women US A,2024,USA,DF,27,1996,14,1260,90,53.8,14.0,14,90,14,0,,2,1.36,17,18,-1,-0.07,1.35,19.7,23.8,-4.1,-0.29,1.14
287,WUS-Women US A,2024,Royals,Kate Del Fava,USA,DF,25,1998,26.0,2,12,4,33.3,0.46,0.15,0.17,0.5,8.3,0,0,0,2.2,2.2,0.18,-0.2,-0.2,WUS-Women US A,2024,USA,DF,25,1998,26.0,1215,1413,86.0,24125,7516,311,365,85.2,805,866,93.0,94,160,58.8,1,0.9,0.4,0.1,5,79,1,0,85,WUS-Women US A,2024,USA,DF,25,1998,26.0,1413,1341,70,56,1,1,2,13,0,0,0,0,1215,2,7,WUS-Women US A,2024,USA,DF,25,1998,26.0,13,0.5,11,1,0,1,0,0,2,0.08,1,0,0,1,0,0,WUS-Women US A,2024,USA,DF,25,1998,26.0,38,27,32,6,0,16,23,69.6,7,43,31,12,38,76,153,1,WUS-Women US A,2024,USA,DF,25,1998,26.0,1721,257,1066,628,35,14,1721,4,4,100.0,0,0.0,910,3927,2139,6,4,0,16,2,1063,8,WUS-Women US A,2024,USA,DF,25,1998,26.0,3,0,0,22,14,0,2,38,27,0,0,0,108,31,29,51.7,WUS-Women US A,2024,USA,DF,25,1998,26,2340,90,100.0,26.0,26,90,26,0,,0,0.96,22,40,-18,-0.69,,29.8,51.1,-21.3,-0.82,
288,WUS-Women US A,2024,Royals,Lauren Flynn,USA,DF,21,2002,9.9,0,2,0,0.0,0.2,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,WUS-Women US A,2024,USA,DF,21,2002,9.9,343,462,74.2,6895,2522,94,124,75.8,213,245,86.9,34,75,45.3,0,0.1,0.4,-0.1,1,15,2,1,20,WUS-Women US A,2024,USA,DF,21,2002,9.9,462,411,50,31,1,5,3,19,0,0,0,0,343,1,8,WUS-Women US A,2024,USA,DF,21,2002,9.9,6,0.6,4,1,0,1,0,0,1,0.1,0,1,0,0,0,0,WUS-Women US A,2024,USA,DF,21,2002,9.9,39,19,32,7,0,22,38,57.9,16,19,12,7,19,58,42,2,WUS-Women US A,2024,USA,DF,21,2002,9.9,593,61,380,198,20,5,593,8,7,87.5,1,12.5,275,1636,1012,13,3,2,7,6,325,3,WUS-Women US A,2024,USA,DF,21,2002,9.9,3,0,0,16,9,0,3,19,19,0,1,0,34,8,6,57.1,WUS-Women US A,2024,USA,DF,21,2002,12,893,74,38.2,9.9,10,83,9,2,30,4,0.5,4,22,-18,-1.81,-1.81,7.7,24.1,-16.4,-1.65,-1.35
289,WUS-Women US A,2024,Royals,Macey Fraser,NZL,MF,21,2002,2.3,0,6,2,33.3,2.57,0.86,0.0,0.0,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,WUS-Women US A,2024,NZL,MF,21,2002,2.3,60,82,73.2,714,287,38,45,84.4,17,24,70.8,0,1,0.0,0,0.1,0.1,-0.1,1,3,3,1,8,WUS-Women US A,2024,NZL,MF,21,2002,2.3,82,79,3,0,0,0,3,0,0,0,0,0,60,0,5,WUS-Women US A,2024,NZL,MF,21,2002,2.3,4,1.71,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,NZL,MF,21,2002,2.3,9,7,7,2,0,5,5,100.0,0,4,0,4,2,11,0,0,WUS-Women US A,2024,NZL,MF,21,2002,2.3,113,2,36,53,25,3,113,4,1,25.0,3,75.0,39,112,40,2,1,1,8,5,73,6,WUS-Women US A,2024,NZL,MF,21,2002,2.3,0,0,0,4,1,0,3,2,7,0,0,0,15,0,1,0.0,WUS-Women US A,2024,NZL,MF,21,2002,4,210,53,9.0,2.3,2,82,1,2,24,0,0.75,1,3,-2,-0.86,-0.18,1.4,3.4,-2.0,-0.87,-0.06
290,WUS-Women US A,2024,Royals,Madison Pogarch,USA,DF,26,1997,20.9,0,4,2,50.0,0.19,0.1,0.0,0.0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,WUS-Women US A,2024,USA,DF,26,1997,20.9,747,1010,74.0,11880,4898,396,480,82.5,280,361,77.6,49,101,48.5,0,0.7,0.7,-0.7,14,63,14,4,74,WUS-Women US A,2024,USA,DF,26,1997,20.9,1010,772,230,30,0,2,19,198,2,0,0,0,747,8,27,WUS-Women US A,2024,USA,DF,26,1997,20.9,29,1.39,22,4,1,1,0,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,DF,26,1997,20.9,36,22,23,8,5,21,40,52.5,19,34,10,24,24,60,55,2,WUS-Women US A,2024,USA,DF,26,1997,20.9,1265,74,415,621,247,11,1265,37,18,48.6,19,51.4,579,2740,1420,28,25,1,47,18,665,49,WUS-Women US A,2024,USA,DF,26,1997,20.9,3,0,0,21,41,2,19,24,22,0,2,0,120,12,9,57.1,WUS-Women US A,2024,USA,DF,26,1997,25,1883,75,80.5,20.9,21,83,14,4,33,1,0.88,20,37,-17,-0.81,-0.62,23.7,43.5,-19.8,-0.95,-0.65
291,WUS-Women US A,2024,Royals,Michele Vasconcelos,USA,"FW,MF",29,1994,2.9,0,2,0,0.0,0.69,0.0,0.0,,14.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,80,105,76.2,968,212,48,59,81.4,21,24,87.5,2,6,33.3,1,0.4,0.6,0.6,6,2,1,0,8,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,105,103,2,0,1,0,1,2,0,0,0,0,80,0,5,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,12,4.09,10,0,1,0,1,0,1,0.34,1,0,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,9,7,5,1,3,7,8,87.5,1,2,0,2,4,13,2,0,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,141,3,29,46,67,9,141,8,5,62.5,3,37.5,79,384,174,5,4,1,10,9,86,15,WUS-Women US A,2024,USA,"FW,MF",29,1994,2.9,0,0,0,4,6,0,1,4,7,0,0,0,15,1,6,14.3,WUS-Women US A,2024,USA,"FW,MF",29,1994,14,262,19,11.2,2.9,2,58,0,12,12,9,0.86,3,8,-5,-1.72,-1.15,3.0,7.0,-4.0,-1.37,-0.63
292,WUS-Women US A,2024,Royals,Mikayla Cluff,USA,MF,24,1999,5.3,0,6,2,33.3,1.12,0.37,0.0,0.0,23.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,WUS-Women US A,2024,USA,MF,24,1999,5.3,178,226,78.8,2678,589,102,121,84.3,61,74,82.4,9,13,69.2,0,0.1,0.1,-0.1,1,12,0,0,16,WUS-Women US A,2024,USA,MF,24,1999,5.3,226,226,0,0,0,1,0,0,0,0,0,0,178,0,5,WUS-Women US A,2024,USA,MF,24,1999,5.3,8,1.5,5,0,0,1,0,2,1,0.19,1,0,0,0,0,0,WUS-Women US A,2024,USA,MF,24,1999,5.3,18,11,8,6,4,12,17,70.6,5,13,0,13,10,28,9,0,WUS-Women US A,2024,USA,MF,24,1999,5.3,302,8,90,157,58,7,302,4,2,50.0,2,50.0,149,604,170,3,3,1,11,9,185,8,WUS-Women US A,2024,USA,MF,24,1999,5.3,2,0,0,18,11,1,0,10,11,0,0,0,46,9,8,52.9,WUS-Women US A,2024,USA,MF,24,1999,11,481,44,20.6,5.3,5,76,3,6,17,4,0.64,3,10,-7,-1.31,-0.78,4.6,10.5,-5.8,-1.09,-0.35
293,WUS-Women US A,2024,Royals,Mina Tanaka,JPN,"FW,MF",29,1994,5.6,1,21,9,42.9,3.73,1.6,0.05,0.11,19.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,126,158,79.7,2008,477,67,80,83.8,43,49,87.8,11,14,78.6,0,0.7,0.3,-0.7,10,15,2,0,14,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,158,153,5,1,0,0,1,1,1,1,0,0,126,0,5,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,17,3.02,11,0,1,4,0,1,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,9,8,1,6,2,6,10,60.0,4,12,2,10,1,10,5,1,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,241,9,33,120,89,17,241,12,2,16.7,10,83.3,153,729,246,4,6,0,15,10,174,28,WUS-Women US A,2024,JPN,"FW,MF",29,1994,5.6,2,0,0,12,12,2,1,1,8,0,0,0,22,5,5,50.0,WUS-Women US A,2024,JPN,"FW,MF",29,1994,7,507,72,21.7,5.6,7,72,2,0,,1,1.86,11,6,5,0.89,2.02,10.9,8.0,2.9,0.51,1.7
294,WUS-Women US A,2024,Royals,Olivia Smith-Griffitts,,DF,22,2001,12.3,1,5,2,40.0,0.41,0.16,0.2,0.5,16.3,0,0,0,0.2,0.2,0.05,0.8,0.8,WUS-Women US A,2024,,DF,22,2001,12.3,457,645,70.9,7687,3082,206,253,81.4,212,285,74.4,33,66,50.0,0,0.5,0.3,-0.5,10,54,5,2,59,WUS-Women US A,2024,,DF,22,2001,12.3,645,477,167,11,0,0,29,156,0,0,0,0,457,1,22,WUS-Women US A,2024,,DF,22,2001,12.3,25,2.03,19,2,0,1,0,3,1,0.08,1,0,0,0,0,0,WUS-Women US A,2024,,DF,22,2001,12.3,28,17,14,10,4,17,26,65.4,9,18,2,16,26,54,25,0,WUS-Women US A,2024,,DF,22,2001,12.3,783,38,235,387,171,16,783,21,10,47.6,11,52.4,347,2101,1177,33,10,10,22,12,394,47,WUS-Women US A,2024,,DF,22,2001,12.3,1,0,0,14,7,1,29,26,17,0,2,0,58,4,9,30.8,WUS-Women US A,2024,,DF,22,2001,13,1106,85,47.3,12.3,13,85,12,0,,0,0.77,10,19,-9,-0.73,-0.08,14.1,21.6,-7.6,-0.62,0.38
295,WUS-Women US A,2024,Royals,Paige Monaghan,USA,"FW,MF",27,1996,17.4,2,33,8,24.2,1.89,0.46,0.06,0.25,18.5,0,0,0,2.7,2.7,0.08,-0.7,-0.7,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,282,463,60.9,4519,1526,146,209,69.9,104,157,66.2,23,61,37.7,1,3.5,3.1,-2.5,22,19,22,10,45,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,463,429,30,7,0,2,43,13,8,2,3,2,282,4,16,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,49,2.82,38,3,0,4,3,1,2,0.11,1,1,0,0,0,0,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,31,19,7,14,10,9,22,40.9,13,24,1,23,15,46,18,1,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,684,18,115,273,308,63,684,28,14,50.0,13,46.4,378,2716,1402,59,24,28,46,15,429,133,WUS-Women US A,2024,USA,"FW,MF",27,1996,17.4,2,0,0,14,18,5,43,15,19,0,1,0,73,10,12,45.5,WUS-Women US A,2024,USA,"FW,MF",27,1996,22,1568,71,67.0,17.4,20,76,7,2,23,0,0.82,12,29,-17,-0.98,-0.86,17.0,36.4,-19.4,-1.12,-0.9
296,WUS-Women US A,2024,Royals,Shaelan Murison,USA,"MF,FW",25,1998,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,5,7,71.4,62,3,4,6,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,7,6,1,0,0,0,0,0,0,0,0,0,5,0,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,12,0,1,7,5,0,12,1,1,100.0,0,0.0,4,30,24,1,1,0,2,0,6,1,WUS-Women US A,2024,USA,"MF,FW",25,1998,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,WUS-Women US A,2024,USA,"MF,FW",25,1998,3,12,4,0.5,0.1,0,,0,3,4,5,1.0,0,0,0,0.0,0.7,0.0,0.3,-0.2,-1.87,-1.05
297,WUS-Women US A,2024,Royals,Zoe Burns,CAN,"DF,MF",22,2002,14.7,0,3,1,33.3,0.2,0.07,0.0,0.0,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,513,722,71.1,7569,3448,294,348,84.5,184,256,71.9,18,59,30.5,0,1.0,0.6,-1.0,12,45,4,2,56,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,722,562,157,10,0,2,14,144,3,0,2,0,513,3,32,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,25,1.7,20,4,1,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,51,30,29,17,5,37,51,72.5,14,34,6,28,19,70,34,0,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,908,53,325,412,179,6,908,21,11,52.4,10,47.6,416,1764,910,18,17,3,30,21,446,35,WUS-Women US A,2024,CAN,"DF,MF",22,2002,14.7,1,0,0,4,14,0,14,19,30,0,0,0,92,1,3,25.0,WUS-Women US A,2024,CAN,"DF,MF",22,2002,21,1320,63,56.4,14.7,14,81,8,7,26,1,1.05,11,15,-4,-0.27,0.96,16.6,25.6,-9.1,-0.62,0.46
298,WUS-Women US A,2024,Spirit,Anaïg Butel,FRA,DF,31,1992,21.2,0,2,1,50.0,0.09,0.05,0.0,0.0,16.3,0,0,0,0.0,0.0,0.01,0.0,0.0,WUS-Women US A,2024,FRA,DF,31,1992,21.2,1077,1256,85.7,20640,8549,340,375,90.7,621,696,89.2,106,153,69.3,0,0.1,0.2,-0.1,5,57,1,0,65,WUS-Women US A,2024,FRA,DF,31,1992,21.2,1256,1183,67,53,0,1,2,0,3,0,0,0,1077,6,12,WUS-Women US A,2024,FRA,DF,31,1992,21.2,13,0.61,12,1,0,0,0,0,0,0.0,0,0,0,0,0,0,WUS-Women US A,2024,FRA,DF,31,1992,21.2,37,21,18,16,3,15,25,60.0,10,20,8,12,30,67,85,0,WUS-Women US A,2024,FRA,DF,31,1992,21.2,1448,194,850,571,33,10,1448,2,0,0.0,2,100.0,864,3506,1651,4,3,1,10,4,971,2,WUS-Women US A,2024,FRA,DF,31,1992,21.2,3,0,0,21,8,0,2,30,21,0,1,1,90,24,13,64.9,WUS-Women US A,2024,FRA,DF,31,1992,24,1905,79,81.4,21.2,21,87,19,3,25,2,2.04,41,24,17,0.8,-0.44,36.3,22.0,14.3,0.67,-0.21
299,WUS-Women US A,2024,Spirit,Andi Sullivan,USA,MF,28,1995,19.0,2,8,0,0.0,0.42,0.0,0.0,,31.6,0,2,2,1.9,0.3,0.03,0.1,-0.3,WUS-Women US A,2024,USA,MF,28,1995,19.0,724,915,79.1,12777,3698,319,368,86.7,327,372,87.9,65,138,47.1,0,1.7,1.6,-1.7,16,72,6,2,67,WUS-Women US A,2024,USA,MF,28,1995,19.0,915,832,81,26,2,2,56,2,53,12,19,8,724,2,17,WUS-Women US A,2024,USA,MF,28,1995,19.0,43,2.27,21,16,1,1,1,3,3,0.16,3,0,0,0,0,0,WUS-Women US A,2024,USA,MF,28,1995,19.0,50,33,19,25,6,26,51,51.0,25,19,7,12,29,79,27,0,WUS-Women US A,2024,USA,MF,28,1995,19.0,1090,48,311,622,170,6,1088,14,9,64.3,5,35.7,557,2170,1017,8,16,1,12,14,603,14,WUS-Women US A,2024,USA,MF,28,1995,19.0,2,0,0,24,13,0,56,29,33,0,0,0,138,20,20,50.0,WUS-Women US A,2024,USA,MF,28,1995,21,1708,81,73.0,19.0,21,81,11,0,,1,2.19,38,23,15,0.79,-0.35,33.8,21.4,12.4,0.65,-0.23
300,WUS-Women US A,2024,Spirit,Anna Heilferty,USA,DF,24,1999,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,DF,24,1999,0.8,34,43,79.1,406,192,17,19,89.5,12,18,66.7,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,3,WUS-Women US A,2024,USA,DF,24,1999,0.8,43,35,8,0,0,0,0,8,0,0,0,0,34,0,0,WUS-Women US A,2024,USA,DF,24,1999,0.8,3,3.8,3,0,0,0,0,0,1,1.27,1,0,0,0,0,0,WUS-Women US A,2024,USA,DF,24,1999,0.8,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,6,1,WUS-Women US A,2024,USA,DF,24,1999,0.8,56,4,23,18,17,0,56,3,1,33.3,2,66.7,22,96,45,0,2,0,3,1,24,2,WUS-Women US A,2024,USA,DF,24,1999,0.8,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0.0,WUS-Women US A,2024,USA,DF,24,1999,2,71,36,3.0,0.8,0,,0,2,36,4,1.5,2,0,2,2.54,1.7,1.1,0.2,0.9,1.13,0.43
301,WUS-Women US A,2024,Spirit,Ashley Hatch,USA,FW,28,1995,15.6,7,34,14,41.2,2.18,0.9,0.12,0.29,18.2,0,3,3,6.7,4.5,0.13,0.3,-0.5,WUS-Women US A,2024,USA,FW,28,1995,15.6,289,412,70.1,4276,1068,173,229,75.5,99,126,78.6,10,28,35.7,3,2.7,1.0,0.3,14,31,10,1,50,WUS-Women US A,2024,USA,FW,28,1995,15.6,412,389,22,0,1,1,11,4,4,1,2,0,289,1,9,WUS-Women US A,2024,USA,FW,28,1995,15.6,29,1.86,19,1,1,6,1,1,4,0.26,3,0,0,0,0,1,WUS-Women US A,2024,USA,FW,28,1995,15.6,15,11,1,9,5,6,11,54.5,5,16,2,14,5,20,14,0,WUS-Women US A,2024,USA,FW,28,1995,15.6,582,17,59,280,255,45,579,15,6,40.0,9,60.0,326,1655,645,22,14,6,48,20,395,57,WUS-Women US A,2024,USA,FW,28,1995,15.6,0,0,0,15,15,4,11,5,11,0,0,0,59,29,34,46.0,WUS-Women US A,2024,USA,FW,28,1995,24,1403,58,60.0,15.6,16,73,3,8,30,1,2.07,29,16,13,0.83,-0.13,25.4,17.1,8.3,0.53,-0.45
302,WUS-Women US A,2024,Spirit,Aubrey Kingsbury,USA,GK,32,1991,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,WUS-Women US A,2024,USA,GK,32,1991,26.0,760,915,83.1,17002,10861,177,177,100.0,443,452,98.0,137,282,48.6,0,0.0,0.0,0.0,0,1,0,0,1,WUS-Women US A,2024,USA,GK,32,1991,26.0,915,677,237,66,0,1,0,0,0,0,0,0,760,1,0,WUS-Women US A,2024,USA,GK,32,1991,26.0,5,0.19,4,1,0,0,0,0,1,0.04,1,0,0,0,0,0,WUS-Women US A,2024,USA,GK,32,1991,26.0,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,8,1,WUS-Women US A,2024,USA,GK,32,1991,26.0,962,773,957,5,0,0,962,0,0,,0,,592,3258,1957,0,0,0,2,0,451,0,WUS-Women US A,2024,USA,GK,32,1991,26.0,0,1,0,1,3,0,0,0,0,0,0,0,27,1,1,50.0,WUS-Women US A,2024,USA,GK,32,1991,26,2339,90,100.0,26.0,26,90,25,0,,0,2.07,51,28,23,0.88,0.88,46.6,27.8,18.8,0.72,20.08
